name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Boise, Idaho",2021-01-01,43,30.8,36.9,36.1,24.6,31.1,28.6,73.3,0,0,0,,0,0,31.7,15.9,126.4,1023.8,66,8.4,68.6,5.9,4,,2021-01-01T08:18:19,2021-01-01T17:19:05,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-02,46.1,33.2,38.7,42,26.7,32.8,30.2,72.2,0.02,100,4.17,"rain,snow",0,0,27.7,13.8,134.2,1020.8,81.7,9.5,46.2,4.1,3,,2021-01-02T08:18:20,2021-01-02T17:20:00,0.56,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"KBOI,KEUL,72681524106,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-03,50,38,41.1,50,30.5,35.6,35.5,80.9,0.31,100,41.67,rain,0,0,,12.6,120.3,1019,67.8,9.7,45.8,3.9,2,,2021-01-03T08:18:19,2021-01-03T17:20:57,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-04,47.7,38.1,42.4,42.8,32.5,35.4,34,73.1,0.26,100,33.33,rain,0,0,35.6,23.8,129.6,1014.4,79.5,9.2,10.5,0.7,0,,2021-01-04T08:18:16,2021-01-04T17:21:55,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-05,44.1,32,37.7,44.1,26.5,33.9,29.4,73.9,0,0,0,,0,0,,11.4,154.1,1025,24.2,9.9,86.8,7.6,4,,2021-01-05T08:18:10,2021-01-05T17:22:55,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-06,44.9,29.9,37.6,41.6,22.8,31,24.9,60.7,0,0,0,,0,0,36.9,16,134.6,1023.5,30.4,9.9,58,5.1,2,,2021-01-06T08:18:01,2021-01-06T17:23:57,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-07,43.1,33.2,37.1,41,26.3,33.6,34,88.9,0.19,100,25,"rain,snow",0,0,18.3,11.4,140.8,1026.2,88.3,7.4,38.5,3.4,2,,2021-01-07T08:17:50,2021-01-07T17:25:00,0.82,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"KBOI,KEUL,72681524106,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-08,39.8,29.9,33.7,37.5,20.1,26.9,30.4,88.3,0.03,100,12.5,"rain,snow",0,0,23,15.1,206.9,1025,58.5,6.2,36.8,3.3,2,,2021-01-08T08:17:37,2021-01-08T17:26:05,0.87,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow.,rain,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-09,39.9,29.9,33.2,38.1,23.2,29,30.1,88.9,0.01,100,4.17,"rain,snow",0,0,,8,273,1030.1,58.2,5.3,74.8,6.5,4,,2021-01-09T08:17:21,2021-01-09T17:27:11,0.92,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"KBOI,KEUL,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-10,38.9,28.1,33.2,33.5,20.1,25.9,24.1,69.6,0,0,0,,0,0,,12.7,135.4,1030.5,32.8,9.9,56.2,4.7,3,,2021-01-10T08:17:03,2021-01-10T17:28:18,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-11,39.8,25.1,31.1,35,14.5,24.6,21.6,68.2,0,0,0,,0,0,28.9,14.9,121.3,1030.5,0,9.9,98.3,8.6,4,,2021-01-11T08:16:42,2021-01-11T17:29:27,0.99,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,BOII,72681524106,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-12,43,30,36.7,35.7,23.3,30,30.2,77.3,0.07,100,16.67,"rain,snow",0,0,38,18,123.9,1024.7,76.8,9.8,15.9,1.3,1,,2021-01-12T08:16:19,2021-01-12T17:30:36,1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-13,48.9,30.9,43.4,43.2,28.9,37.8,33.6,69.4,0.15,100,20.83,rain,0,0,32.2,21.8,240.3,1025.3,44,9.7,74.9,6.6,4,,2021-01-13T08:15:53,2021-01-13T17:31:47,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-14,47,28.2,35.1,44.9,23,31.7,22.6,62.6,0,0,0,,0,0,,7.8,198.4,1035.7,23,9.9,98.4,8.5,4,,2021-01-14T08:15:26,2021-01-14T17:32:59,0.01,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-15,38,28,32.2,38,20.1,28.5,23.9,72,0,0,0,,0,0,,12.5,216.3,1032.7,37,9.7,50.3,4.4,3,,2021-01-15T08:14:55,2021-01-15T17:34:12,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-16,42.1,25.1,31.8,42.1,22.9,30,29.2,90.6,0,0,0,,0,0,,6.9,148.7,1031.9,52.6,6.5,79.5,6.9,4,,2021-01-16T08:14:23,2021-01-16T17:35:26,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-17,42.1,28.9,34.2,36.7,23,31.1,30.9,88,0,0,0,,0,0,,11.4,201.2,1029,45.8,8,79.2,6.7,4,,2021-01-17T08:13:48,2021-01-17T17:36:41,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-18,45,26.1,33.7,38.5,23,29.6,26.9,78.7,0,0,0,,0,0,27.7,16.1,284,1028.5,32.4,5.1,97.3,8.4,5,,2021-01-18T08:13:11,2021-01-18T17:37:57,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-19,42.2,20.9,30.6,42.2,12.3,26.6,20.3,67.5,0,0,0,,0,0,,10.1,129.9,1032.3,0,9.9,109.3,9.4,5,,2021-01-19T08:12:31,2021-01-19T17:39:14,0.19,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-20,43.1,22.9,31.8,41.4,13.1,26.5,18,58.1,0,0,0,,0,0,,10.2,155.8,1025.6,10.1,9.9,107.9,9.4,5,,2021-01-20T08:11:49,2021-01-20T17:40:31,0.23,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TS587,TT289,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-21,40.9,29,33.6,40.9,25.4,31.1,27.1,78.2,0.03,100,8.33,"rain,snow",0,0,,10.1,182,1019.3,92.9,8.8,51.3,4.6,3,,2021-01-21T08:11:06,2021-01-21T17:41:49,0.28,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"KBOI,KEUL,BOII,TS587,72681394195,72681024131"
"Boise, Idaho",2021-01-22,37.1,32,33.5,36,26.4,30.2,32.6,96.3,0.01,100,4.17,"rain,snow",0,0,,9.2,236.7,1013.1,82.5,2.7,26.1,2.1,1,,2021-01-22T08:10:20,2021-01-22T17:43:08,0.33,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131"
"Boise, Idaho",2021-01-23,39.9,26,32.3,31,20.4,25.6,25.2,77.4,0,0,0,,0,0,29.9,20.7,293,1013.2,28.9,7.7,113.3,9.9,5,,2021-01-23T08:09:32,2021-01-23T17:44:27,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131"
"Boise, Idaho",2021-01-24,39.8,24.1,30.7,32.3,13.8,22.2,19.6,64.5,0,0,0,,0,0,20.8,16.1,126.2,1010.7,7.4,9.9,102.1,8.8,5,,2021-01-24T08:08:41,2021-01-24T17:45:46,0.41,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-25,35.1,26.1,30.6,30,20.1,25.1,21.2,68.4,0,0,0,,0,0,,10.3,181,1007.5,69.9,9.9,73.1,6.3,3,,2021-01-25T08:07:49,2021-01-25T17:47:06,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-26,37.2,24.1,30.2,35.1,18.3,24.9,21.3,71.1,0,0,0,,0,0,33.1,19.8,137.3,1009.8,63,9.6,76.5,6.3,4,,2021-01-26T08:06:55,2021-01-26T17:48:27,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-27,46.2,33.2,39.8,38,19.3,30.1,23.6,53.1,0,0,0,,0,0,42.5,29.9,121.1,1008.7,89.7,9.5,55.4,4.7,5,,2021-01-27T08:05:58,2021-01-27T17:49:48,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-28,51.2,41,45.3,51.2,30.8,39.5,28.8,53.2,0,0,0,,0,0,34.3,25,115.5,1007.8,100,9.9,52.5,4.5,4,,2021-01-28T08:05:00,2021-01-28T17:51:09,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"KBOI,KEUL,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-29,42.1,35,37.3,38,31.2,34.9,35.1,91.8,0.32,100,41.67,rain,0,0,,8,203.9,1006.8,87.6,7.3,18.7,1.6,1,,2021-01-29T08:04:00,2021-01-29T17:52:31,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KBOI,KEUL,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-30,47.9,31.9,38.6,46.1,26.3,35.2,28.8,70.1,0,0,0,,0,0,,13.7,96.2,1020.6,37.8,9.9,120.4,10.4,5,,2021-01-30T08:02:58,2021-01-30T17:53:52,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,BOII,72681524106,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-01-31,51.2,35,42.2,51.2,25.9,35.8,24.3,50,0,0,0,,0,0,35.7,22.6,132.2,1024.8,42.3,9.9,125.1,10.6,5,,2021-01-31T08:01:54,2021-01-31T17:55:14,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-01,54,36,43.7,54,25.7,38.8,25.9,51,0,0,0,,0,0,32.7,21.9,147.1,1018.3,60.7,9.9,70.1,5.9,4,,2021-02-01T08:00:48,2021-02-01T17:56:36,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-02,57.8,38.1,46.9,57.8,33.4,42.2,29.3,52.5,0.07,100,8.33,rain,0,0,36.6,26.2,173,1013.5,77.5,9.7,75,6.5,6,,2021-02-02T07:59:41,2021-02-02T17:57:58,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-03,39.8,31.9,35.3,39.8,23.6,31.1,30.2,81.8,0.02,100,4.17,rain,0,0,23,10.2,220.3,1017.6,77.4,9.5,51,4.4,2,,2021-02-03T07:58:32,2021-02-03T17:59:20,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-04,41.1,26,34.5,37.9,20.6,31.2,26.5,74.8,0,0,0,,0,0,20.8,10.2,309.1,1026.9,64.8,9,99,8.4,5,,2021-02-04T07:57:21,2021-02-04T18:00:43,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-05,48.9,35.9,40.8,42.2,30.4,36,29.4,64.3,0.01,100,4.17,rain,0,0,34.3,22.9,200.8,1019.3,82.6,9.9,62,5.2,3,,2021-02-05T07:56:08,2021-02-05T18:02:05,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-06,51.2,28.2,40.4,51.2,21.9,36.8,24.9,57.9,0,0,0,,0,0,33.3,16.1,218.4,1016.3,42.7,9.9,116,9.8,6,,2021-02-06T07:54:54,2021-02-06T18:03:27,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-07,47.1,32,39,40.9,26.3,34.2,21.6,51.4,0,0,0,,0,0,27.7,19.6,317.7,1012.7,4.8,9.9,144,12.2,6,,2021-02-07T07:53:39,2021-02-07T18:04:49,0.9,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-08,42.2,21.9,32.7,37,15.8,29.6,19,58.9,0,0,0,,0,0,18.3,11.3,285.3,1014.5,0.1,9.9,141.8,12.2,6,,2021-02-08T07:52:21,2021-02-08T18:06:11,0.94,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-09,45,29,34.8,41.2,23.9,32.2,19.2,54.8,0,0,0,,0,0,,8,274.1,1016.2,16.2,9.9,126.1,10.8,5,,2021-02-09T07:51:03,2021-02-09T18:07:33,0.97,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-10,48.8,20.8,33.3,44.9,15.6,29.7,15.5,51,0,0,0,,0.8,0.2,18.3,9.2,204.7,1017.8,0,9.9,139.8,12,5,,2021-02-10T07:49:43,2021-02-10T18:08:55,1,Clear,Clear conditions throughout the day.,snow,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-11,37.2,28.1,32,37.2,23.9,30.4,25.8,78.5,0.13,100,25,"rain,snow",2.1,1.3,,5.8,308.6,1016.3,79.2,7.1,62.5,5.2,3,,2021-02-11T07:48:21,2021-02-11T18:10:17,1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-12,32,27,29.1,32,19.9,22.9,27.9,95.3,0.33,100,70.83,"rain,snow",3.9,4.1,,10.3,293.2,1013.5,100,2.5,23.8,2.1,1,,2021-02-12T07:46:58,2021-02-12T18:11:38,0,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-13,30,24.9,27.7,29.9,17.1,23.1,25.9,93,0.48,100,58.33,"rain,snow",1.9,7.4,30,13.7,227.7,1010.3,86.7,4.4,48.1,4.3,3,,2021-02-13T07:45:34,2021-02-13T18:13:00,0.02,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-14,33.1,17,27.1,30.7,10,21.4,23,84.7,0,0,0,,0.1,7.4,,15.9,160.2,1016.6,87.7,6.9,103,8.7,4,,2021-02-14T07:44:08,2021-02-14T18:14:21,0.04,Partially cloudy,Partly cloudy throughout the day.,snow,"KBOI,KEUL,72681524106,BOII,TS587,F9039,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-15,38,31.9,34.5,35,23,28,32,90.7,0.3,100,50,"rain,snow",0,5.9,,16,122.1,1008.1,98.8,6.6,170.3,14.1,4,,2021-02-15T07:42:41,2021-02-15T18:15:42,0.07,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"KBOI,KEUL,72681524106,BOII,TS587,F9039,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-16,39.8,33.2,36.2,35.9,25.7,30.9,30,78.7,0.04,100,16.67,"rain,snow",0,3.4,33.3,15,311.8,1013.1,97.9,9.3,162.1,13.6,4,,2021-02-16T07:41:13,2021-02-16T18:17:02,0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"KBOI,KEUL,72681524106,BOII,TS587,F9039,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-17,38,28.1,33.1,32,21.9,26.1,24.9,72,0,0,0,,0,1.8,31.1,16.1,302.9,1022.3,56.6,9.9,198.1,17,6,,2021-02-17T07:39:44,2021-02-17T18:18:23,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,F9039,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-18,36,19.9,28.8,29.1,10.3,20.7,19.6,69.9,0.03,100,8.33,"rain,snow",0.5,1.7,19.7,19.6,151.7,1028.4,34,8.9,115.2,10,5,,2021-02-18T07:38:14,2021-02-18T18:19:43,0.19,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,snow,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-19,40.9,31.9,35.8,36.3,21.2,28,31.1,83.1,0.1,100,20.83,"rain,snow",0,1.3,31.1,16.2,128.9,1020.8,96.2,8.6,80.7,6.9,4,,2021-02-19T07:36:42,2021-02-19T18:21:03,0.24,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-20,41,29,34.3,33.5,23.3,28.1,30,85.1,0.03,100,8.33,"rain,snow",0.7,0.8,,16,279.5,1021.6,76.3,7.9,150.7,13,6,,2021-02-20T07:35:10,2021-02-20T18:22:23,0.28,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"KBOI,KEUL,BOII,TS587,LLAI1,72681394195,72681024131"
"Boise, Idaho",2021-02-21,42.1,26.1,34.4,38.5,22.1,30,27,75.8,0,0,0,,0,0.1,19.7,13.7,150.9,1033.2,71,9.9,114.7,10,5,,2021-02-21T07:33:36,2021-02-21T18:23:42,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,BOII,72681524106,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-22,51.2,34,41.6,51.2,26.7,36.4,31,67,0,0,0,,0,0,,13.8,126.7,1028.3,64.1,9.9,113.8,9.9,6,,2021-02-22T07:32:02,2021-02-22T18:25:01,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-23,48.7,33.2,40,43.6,25.6,34.5,23.1,52.3,0,0,0,,0,0,34.2,19.5,256.9,1023.8,33.7,9.9,180.9,15.6,7,,2021-02-23T07:30:26,2021-02-23T18:26:20,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-24,42.2,28.1,34.2,34.6,20.4,27.1,23.1,65.1,0,0,0,,0,0,31.1,20.8,266,1028.6,42,9.5,160.6,14,7,,2021-02-24T07:28:50,2021-02-24T18:27:38,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-25,39,24,30.6,32.4,12.6,22.3,17.5,59.3,0,0,0,,0,0,,21.3,137.5,1026.9,52.5,9.9,95.3,8.3,4,,2021-02-25T07:27:13,2021-02-25T18:28:56,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-26,40.8,26.9,34.1,34.2,21,27.3,23,64.8,0.01,100,4.17,"rain,snow",0.5,0.2,58.4,30.8,236.7,1014.6,74.6,9.7,68.8,5.9,4,,2021-02-26T07:25:34,2021-02-26T18:30:14,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-27,39.9,28.1,32.5,30.9,21.1,26.4,22.1,67.1,0.02,100,8.33,"rain,snow",0.3,0.6,31.2,20.7,267.6,1018.7,72,8.9,128.5,11,6,,2021-02-27T07:23:55,2021-02-27T18:31:32,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"KBOI,KEUL,72681524106,BOII,TS587,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-02-28,41,20,31.2,39,9.5,26.1,16.4,55.1,0,0,0,,0,0,,9.1,162.5,1029,48.5,9.9,120.3,10.5,5,,2021-02-28T07:22:16,2021-02-28T18:32:49,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-03-01,51.3,28.1,38.9,51.3,22.9,34,21.8,52.4,0,0,0,,0,0,39.1,24.2,115.3,1025.5,0,9.9,187.6,16.1,7,,2021-03-01T07:20:35,2021-03-01T18:34:06,0.53,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-03-02,56.1,30.9,42,56.1,26,38.9,24.5,51.7,0,0,0,,0,0,18.3,12.6,116.3,1018.3,0,9.9,180.5,15.6,7,,2021-03-02T07:18:54,2021-03-02T18:35:23,0.57,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-03-03,59,31.8,43.8,59,24.7,40.3,24.3,48.8,0,0,0,,0,0,21.9,13.6,127.6,1012.9,0,9.9,192.5,16.7,7,,2021-03-03T07:17:12,2021-03-03T18:36:39,0.61,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-03-04,62.1,31.8,45.9,62.1,26.2,42.7,24.1,46.5,0,0,0,,0,0,,14.8,136.7,1019.3,0,9.9,198.3,17,7,,2021-03-04T07:15:30,2021-03-04T18:37:55,0.67,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-03-05,66.9,39,54,66.9,30.5,51.2,23.3,31.9,0,0,0,,0,0,40.3,26.3,113.5,1018.6,0,9.9,196.9,17.1,7,,2021-03-05T07:13:47,2021-03-05T18:39:11,0.72,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-03-06,56.9,37.1,47.4,56.9,31.1,45.4,30,53.7,0.03,100,8.33,rain,0,0,32.2,21.9,162.6,1011,55.5,9.8,61,5.2,2,,2021-03-06T07:12:03,2021-03-06T18:40:27,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-03-07,56,33.9,43.2,56,24.9,39.3,27.8,58.7,0,0,0,,0,0,,13.8,200.5,1018.6,21.9,9.9,174.5,15,7,,2021-03-07T07:10:19,2021-03-07T18:41:42,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-03-08,53.1,34.1,40.1,53.1,29.3,37.4,30.3,69.9,0.03,100,4.17,rain,0,0,30.3,12.8,199.2,1013.9,51.9,9.9,135.9,11.7,8,,2021-03-08T07:08:35,2021-03-08T18:42:57,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-03-09,50,29.8,38.6,48.9,22.2,35.6,24.4,61.1,0,0,0,,0,0,,9.1,137.7,1016.4,29.6,9.9,176,15.2,8,,2021-03-09T07:06:49,2021-03-09T18:44:12,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TS587,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-03-10,51.2,26.8,39,51.2,20.3,36.6,19.4,49.5,0,0,0,,0,0,,9.1,127.3,1011.9,15.1,9.9,219.1,18.8,8,,2021-03-10T07:05:04,2021-03-10T18:45:27,0.96,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TS587,LLAI1,72681394195,72681024131,KMUO"
