name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Boise, Idaho",2021-11-08,50,33.9,40.2,46.3,25.5,34.2,23.1,51.7,0,0,0,,0,0,23,14.3,133.3,1022.1,0.1,9.9,117.1,10,5,,2021-11-08T07:30:08,2021-11-08T17:26:25,0.09,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-09,50,37.3,44.4,47.2,28.3,39.6,37.7,78.1,0.42,100,29.17,rain,0,0,33.3,19.6,154.7,1015.8,60,8.9,33.1,2.8,3,,2021-11-09T07:31:27,2021-11-09T17:25:18,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-10,50,35.1,41.6,50,32.4,39.7,31.6,70,0,0,0,,0,0,,10.2,228.1,1026.6,29.7,9.9,108.3,9.3,5,,2021-11-10T07:32:46,2021-11-10T17:24:12,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-11,48.8,42.1,44.9,48.8,36.2,42.1,37.2,75,0.01,100,4.17,rain,0,0,,11.3,205.6,1027.5,99.6,9.7,37.9,3.2,2,,2021-11-11T07:34:04,2021-11-11T17:23:08,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-12,60.9,40.9,48.5,60.9,40.4,47.9,43.2,82.6,0,0,0,,0,0,,6.8,210.2,1026.9,31.6,6.9,106,9.1,4,,2021-11-12T07:35:23,2021-11-12T17:22:05,0.3,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-13,61.1,43,50.5,61.1,40.3,49.2,43.6,78.7,0.01,100,4.17,rain,0,0,,10.2,194.4,1025.8,27.2,6.9,105.2,9.2,5,,2021-11-13T07:36:41,2021-11-13T17:21:05,0.35,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KBOI,KEUL,72681524106,TT289,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-14,62.9,47.9,52.8,62.9,42.6,51.2,42.3,68.2,0,0,0,,0,0,,12.6,131,1022,21.8,9.9,53.9,4.6,2,,2021-11-14T07:37:59,2021-11-14T17:20:07,0.4,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-15,60.2,46,53.9,60.2,42.3,53.1,38.6,57,0,0,0,,0,0,33.3,18.2,154.7,1014.9,16.2,9.9,47.4,4.2,2,,2021-11-15T07:39:17,2021-11-15T17:19:10,0.43,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-16,56,30.8,42.2,56,22.7,35.6,24.1,49.3,0,0,0,,0,0,34.4,23.9,311.8,1021.7,18.5,9.9,119.8,10.2,5,,2021-11-16T07:40:35,2021-11-16T17:18:16,0.46,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-17,43.1,23,32.9,37.4,18.6,28.4,19,59,0,0,0,,0,0,,12.6,182.1,1030.5,0,9.9,117.7,10.1,5,,2021-11-17T07:41:52,2021-11-17T17:17:23,0.48,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-18,46.1,32,38.5,44.9,22.5,33.9,20.7,49.2,0.04,100,8.33,rain,0,0,27.7,14.9,109.7,1022.4,49.1,9.9,36.9,3.3,2,,2021-11-18T07:43:08,2021-11-18T17:16:33,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-19,53.9,42.1,45.3,53.9,34.3,41.3,39.3,79.9,0.23,100,20.83,rain,0,0,32,17,157.2,1018.7,96.6,9.5,67.1,5.7,3,,2021-11-19T07:44:25,2021-11-19T17:15:45,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-20,47,33.1,39.2,42.3,28.7,35.4,32.2,76.3,0,0,0,,0,0,24.2,10.4,294.2,1029.1,23.2,9.9,107.9,9.3,5,,2021-11-20T07:45:40,2021-11-20T17:14:59,0.51,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-21,46.1,29.8,37.2,44.9,24,31.8,29.6,74.5,0,0,0,,0,0,,13.8,140,1035.2,0,9.9,97.3,8.4,5,,2021-11-21T07:46:55,2021-11-21T17:14:15,0.52,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-22,49.8,29,37,49.8,25.8,34.7,27.9,70.9,0,0,0,,0,0,,13.6,197.1,1026.2,0.2,9.5,104.9,9.1,5,,2021-11-22T07:48:10,2021-11-22T17:13:34,0.54,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-23,43.2,26.9,34.6,40.4,19.3,30,29.2,80.9,0.07,100,12.5,"rain,snow",0,0,23,11.3,223.5,1017,55.6,7.9,29.5,2.7,2,,2021-11-23T07:49:24,2021-11-23T17:12:54,0.57,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-24,43.1,29,34.3,40.4,23.9,30.5,25.8,72,0,0,0,,0,0,,8,243.8,1031.8,13.9,9.9,104.4,9,5,,2021-11-24T07:50:37,2021-11-24T17:12:17,0.61,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-25,47.9,26,36.7,45.2,19.2,31.5,24.6,63.2,0,0,0,,0,0,,12.7,158,1034.7,2.1,9.9,91.8,8,4,,2021-11-25T07:51:49,2021-11-25T17:11:43,0.66,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-26,43.1,31.9,37.6,40.4,27.6,35,28.6,70.1,0,0,0,,0,0,,9.1,219.4,1027.6,55.2,9.9,41.7,3.6,2,,2021-11-26T07:53:01,2021-11-26T17:11:10,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-27,49.9,33.1,39.5,49.9,28.6,38.2,32,75.2,0,0,0,,0,0,,9.1,146.3,1026.7,56.7,9.9,65.8,5.6,3,,2021-11-27T07:54:11,2021-11-27T17:10:40,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-28,55,33.1,40.6,55,27.6,39.3,33.7,77.1,0,0,0,,0,0,,7,134.5,1027.5,1.2,9.1,87.4,7.4,4,,2021-11-28T07:55:21,2021-11-28T17:10:13,0.81,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-29,52.9,31.8,39.4,52.9,29.6,38.2,33.8,81,0,0,0,,0,0,,14.9,160.5,1026.7,3.5,6.7,94.5,8.1,4,,2021-11-29T07:56:29,2021-11-29T17:09:48,0.86,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-11-30,49.9,33,39.8,48.4,27.9,37.2,33.2,78.2,0,0,0,,0,0,,12.6,180,1029.2,23.4,9,69.3,6,4,,2021-11-30T07:57:37,2021-11-30T17:09:25,0.91,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-01,55,33.1,42.8,55,30.1,40.7,35.3,76.3,0,0,0,,0,0,,11.2,175.2,1028.5,12.3,7.8,85.6,7.4,4,,2021-12-01T07:58:43,2021-12-01T17:09:05,0.95,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-02,52,31.9,40.9,52,30.8,39.3,34.8,79.3,0,0,0,,0,0,,9,215.3,1023.4,0.5,8,93.8,8,4,,2021-12-02T07:59:48,2021-12-02T17:08:47,0.98,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-03,51.8,31.8,39.3,51.8,28.8,38.4,33.9,81.4,0,0,0,,0,0,,3.4,164.5,1023.1,2.9,8.1,93.2,8,4,,2021-12-03T08:00:52,2021-12-03T17:08:31,1,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-04,51.8,29.1,38.1,51.8,24,36.4,32.6,81.2,0,0,0,,0,0,,6.8,136,1020.5,5.1,6.8,68.3,6.1,4,,2021-12-04T08:01:54,2021-12-04T17:08:19,0,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-05,48.8,32,39.9,43.1,27.3,35,27.7,63.4,0,0,0,,0,0,34.4,18.4,295.8,1025,17,9.9,92.5,7.9,4,,2021-12-05T08:02:56,2021-12-05T17:08:08,0.01,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-06,38,30.8,34.4,37,25.7,31.4,28.8,80.3,0.22,100,41.67,"rain,snow",0,0,,6.9,144.3,1022.3,89.1,8,19.8,1.8,1,,2021-12-06T08:03:55,2021-12-06T17:08:00,0.04,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-07,42.1,33.2,36.8,42.1,28.7,34.2,34.7,92,0.02,100,4.17,"rain,snow",0,0,,8,229.4,1019.8,85.6,3.1,28.9,2.4,1,,2021-12-07T08:04:53,2021-12-07T17:07:55,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-08,48.7,30.9,37.7,45.2,24.2,33.5,33.7,86.3,0,0,0,,0,0,24.2,10.2,236.3,1012.3,74.6,4.6,54,4.8,3,,2021-12-08T08:05:50,2021-12-08T17:07:52,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-09,37.1,30,33.5,30,24.1,26.8,23,66.5,0,0,0,,0.3,0.1,27.7,17.2,251,1012.4,83.5,9.9,65.5,5.7,4,,2021-12-09T08:06:44,2021-12-09T17:07:52,0.17,Partially cloudy,Partly cloudy throughout the day.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-10,37.2,21,30.7,37.2,16.7,26.2,22.6,72.9,0.04,100,8.33,"rain,snow",0.2,0.3,21.9,11.3,180.5,1021,80,9.5,57.5,4.9,3,,2021-12-10T08:07:37,2021-12-10T17:07:55,0.22,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-11,41,34,36.8,41,22.7,27.3,23,57.9,0,0,0,,0,0,37.8,21.7,111.8,1017.3,87.4,9.8,25.6,2.1,2,,2021-12-11T08:08:29,2021-12-11T17:07:59,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-12,50,38,43.4,44.4,29.5,36.9,32.2,65.4,0.05,100,12.5,rain,0,0,29.9,18.3,134.5,1008.1,97,9.9,81.2,6.9,5,,2021-12-12T08:09:18,2021-12-12T17:08:07,0.32,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-13,52.1,41,48.3,52.1,37.2,44.6,31.6,53.7,0.01,100,4.17,rain,0.3,0.1,43.6,29.6,123.9,1002.7,56.6,9.9,42,3.6,2,,2021-12-13T08:10:06,2021-12-13T17:08:17,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-14,50,28.2,35.5,42.5,19.3,27.9,28.5,77.6,0.22,100,20.83,"rain,snow",0.2,0.4,38.5,26.2,282.8,1003.9,83.7,7.3,16.3,1.4,1,,2021-12-14T08:10:52,2021-12-14T17:08:29,0.41,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-15,32,19.2,27.3,21.8,12.4,18.6,19.6,72.8,0.01,100,4.17,"rain,snow",0.3,0.4,27.7,21.7,152.6,1016.3,53.7,9.2,45,4.1,2,,2021-12-15T08:11:35,2021-12-15T17:08:44,0.44,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-16,35.1,29.9,32.4,29.8,19.3,25.1,28.4,85,0.05,100,16.67,"rain,snow",0.2,0.6,28.9,17.3,127.3,1014.9,99.5,7.9,42.9,3.7,2,,2021-12-16T08:12:17,2021-12-16T17:09:01,0.47,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-17,37.1,26.1,32.4,37.1,18.4,27.5,26.5,78.9,0,0,0,,0.1,0.3,,11.4,250.1,1025.6,70.9,9.9,72.5,6.2,4,,2021-12-17T08:12:57,2021-12-17T17:09:21,0.49,Partially cloudy,Partly cloudy throughout the day.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-18,35.1,26.1,30.2,30.8,16.2,21.8,21.6,69.9,0,0,0,,0,0,,17.1,147.5,1026.4,64.1,9.9,51.5,4.5,2,,2021-12-18T08:13:34,2021-12-18T17:09:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-19,35.9,27,31.5,34.2,18.7,27.9,25.1,77,0.01,100,4.17,"rain,snow",0,0,30,10.3,136.3,1018,65.4,9.9,26,2.3,1,,2021-12-19T08:14:10,2021-12-19T17:10:08,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-20,49.8,31.9,39.4,46.7,28,36.1,30.3,72,0,0,0,,0,0,,13.7,166.1,1019.8,68.4,9.7,69.5,5.9,4,,2021-12-20T08:14:43,2021-12-20T17:10:35,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-21,40.9,25,33.1,40.8,20.3,30.9,27.5,80.2,0,0,0,,0,0,,5.8,151.5,1022.2,1.7,8.2,76.2,6.3,3,,2021-12-21T08:15:14,2021-12-21T17:11:04,0.53,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-22,46.2,30.8,39.3,39.5,26,32.6,32,75.4,0.03,100,8.33,rain,0,0,,18.3,110.1,1013.9,64.1,9.5,44.4,3.7,2,,2021-12-22T08:15:43,2021-12-22T17:11:36,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-23,46.1,34.2,42.8,41.6,28.7,38,35.4,75.7,0.16,100,20.83,"rain,snow",0.9,0.3,21.9,15,152.1,1001.5,77.1,9.5,27.1,2.3,2,,2021-12-23T08:16:09,2021-12-23T17:12:10,0.59,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"KBOI,KEUL,72681524106,BOII,TT289,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-24,36,28.2,32.5,30.3,20,25.2,28.4,84.6,0.21,100,25,"rain,snow",0.5,1.1,43.3,18.4,145.4,1000.1,60.6,7.5,72.7,6.2,4,,2021-12-24T08:16:33,2021-12-24T17:12:46,0.63,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-25,37,28.2,32.7,29.6,21.1,25,27.8,82.4,0.06,100,16.67,"rain,snow",0,0.7,35.6,22.7,133.9,1003,85.1,8.5,29,2.6,2,,2021-12-25T08:16:55,2021-12-25T17:13:25,0.67,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-26,35.1,27,31.2,32,20.6,25.3,23.3,73.6,0.15,100,12.5,"rain,snow",1,1.2,35.6,20,182.8,1001.6,68.7,8.8,75.3,6.5,4,,2021-12-26T08:17:14,2021-12-26T17:14:05,0.72,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-27,29.9,21.9,26.2,24.3,13.3,18.2,20.4,78.7,0.05,100,8.33,snow,0.4,2,20.8,14.6,192.5,1004.4,89.6,9.4,40,3.3,3,,2021-12-27T08:17:31,2021-12-27T17:14:48,0.78,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-28,24.2,15.3,21,21.9,8,14.1,14.5,75.8,0,0,0,,0.8,2.3,,10.3,143.4,1009.4,88.3,9.7,58.6,4.9,3,,2021-12-28T08:17:45,2021-12-28T17:15:33,0.83,Partially cloudy,Partly cloudy throughout the day.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-29,27,12.7,24.4,27,11.6,16.1,20.4,84.7,0.19,100,33.33,snow,1.4,3.2,20.8,14.9,188.8,1007.6,88.6,4.9,16,1.3,1,,2021-12-29T08:17:57,2021-12-29T17:16:20,0.88,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-30,29,16.9,24.6,21.9,7.6,15.7,20.7,85.1,0.12,100,16.67,"rain,snow",1.4,5,,11.3,126.4,1007.5,81.4,7.7,20.2,1.6,2,,2021-12-30T08:18:07,2021-12-30T17:17:09,0.93,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2021-12-31,28.9,11,24.2,28,3.7,16.1,18.2,78,0,0,0,,0.4,5.7,,16,268.5,1008.9,60.4,9.5,70.2,6.1,4,,2021-12-31T08:18:14,2021-12-31T17:18:00,0.97,Partially cloudy,Partly cloudy throughout the day.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-01,22.9,-0.1,9.4,19.1,-14.1,2.1,1.9,71.7,0,0,0,,0,5.3,,10.1,169.5,1029.4,0,9.9,92.6,8,4,,2022-01-01T08:18:19,2022-01-01T17:18:52,0.99,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-02,24.9,7.1,14.3,20.1,-3.4,8.5,6.5,70.9,0,0,0,,0.4,4.8,35.8,11.2,120.7,1030.1,34.8,9.9,65.3,5.5,4,,2022-01-02T08:18:21,2022-01-02T17:19:47,1,Partially cloudy,Becoming cloudy in the afternoon.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-03,40.8,8.9,27.6,30.3,2.4,19.9,15.5,61.7,0.06,100,8.33,"rain,snow",0,3.9,44.7,26.1,126.5,1014.3,18.3,9.4,81.4,7,4,,2022-01-03T08:18:20,2022-01-03T17:20:43,0,"Snow, Rain",Clear conditions throughout the day with late afternoon rain or snow.,rain,"KBOI,KEUL,72681524106,BOII,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-04,35.1,30.8,32.7,35.1,21.4,27.9,29.7,88.7,0.14,100,37.5,"rain,snow",0.5,3.5,27.7,20.6,142.3,1018.1,99.4,6.5,45.3,3.9,3,,2022-01-04T08:18:17,2022-01-04T17:21:41,0.02,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-05,37.1,32,34.4,35,25.6,29.1,31.2,88,0.4,100,62.5,"rain,snow",0.4,3,,11.4,220.8,1018,99.7,7,36.3,3.1,2,,2022-01-05T08:18:12,2022-01-05T17:22:41,0.05,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"KBOI,KEUL,72681524106,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-06,38.9,32,35.5,34,27.4,31.2,32.5,88.8,0.09,100,20.83,"rain,snow",0.3,3,,12.8,108.8,1014.5,56.2,6.7,24.9,2.1,1,,2022-01-06T08:18:04,2022-01-06T17:23:42,0.09,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"KBOI,KEUL,72681524106,BOII,TT289,LLAI1,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-07,48.8,37.1,40.5,44,30.6,35.4,33.1,75.2,0.11,100,12.5,rain,0,1.5,29.4,14.8,178.2,1004.8,65.5,9.7,29.4,2.6,2,,2022-01-07T08:17:54,2022-01-07T17:24:45,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72681524106,KBOI,KEUL,BOII,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-08,39.9,29,34.6,35.9,21.3,30.3,24,65.8,0,0,0,,0,0.1,,11.3,261.8,1022.4,43.7,9.9,96.9,8.4,4,,2022-01-08T08:17:41,2022-01-08T17:25:49,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-09,35.1,24.2,29.1,28.1,14.3,21.1,19.8,68.3,0,0,0,,0,0,26.4,12.8,130.5,1036.9,0,9.9,94.8,8.3,4,,2022-01-09T08:17:26,2022-01-09T17:26:55,0.24,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-10,34.1,20.2,26.5,33.2,11.7,21.8,18.2,71,0,0,0,,0,0,26.4,9.3,140.6,1038.7,13.2,9.9,79.1,6.9,3,10,2022-01-10T08:17:08,2022-01-10T17:28:02,0.28,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-11,35.9,27,30.8,34.1,16.2,26.6,22.6,71.7,0,0,0,,0,0,20.8,12.5,151.4,1036.2,64.7,9.9,52.8,4.5,2,10,2022-01-11T08:16:48,2022-01-11T17:29:10,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-12,38,23,30,37.1,19.2,27.5,23.2,76.3,0,0,0,,0,0,6.3,5.7,123.5,1033.7,6.7,9.8,88.5,7.7,4,10,2022-01-12T08:16:25,2022-01-12T17:30:20,0.38,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-13,39.8,27,31.7,35.9,21.8,27.5,25.3,77.4,0,0,0,freezingrain,0,0,12.8,12.7,236.3,1026.7,14.7,9.5,80.1,6.9,4,10,2022-01-13T08:16:00,2022-01-13T17:31:30,0.41,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-14,39,25.1,31.5,37.1,19.5,26.2,25.7,79.1,0,0,0,,0,0,15.9,12.7,152,1034.6,0,9,98.8,8.5,4,10,2022-01-14T08:15:33,2022-01-14T17:32:42,0.45,Clear,Clear conditions throughout the day.,clear-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-15,35.1,25.2,30.7,32,17.4,25.3,24.3,77.2,0,0,0,,0,0,13.4,15.9,135,1034.2,29.7,9.9,97.4,8.3,5,10,2022-01-15T08:15:03,2022-01-15T17:33:55,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-16,35.9,26.1,29.5,35.9,17,25.5,23.4,78.1,0,0,0,,0,0,8.3,9,138.3,1029.9,32.1,9.9,96.5,8.3,4,10,2022-01-16T08:14:31,2022-01-16T17:35:09,0.49,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
"Boise, Idaho",2022-01-17,32,24.2,27.9,32,15.5,23.4,22.7,80.6,0,0,0,,0,0,7.8,7.9,154.4,1024.6,28.1,9.3,65.6,5.6,5,10,2022-01-17T08:13:57,2022-01-17T17:36:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KBOI,KEUL,72681524106,BOII,TT289,72681394195,72681024131,KMUO"
